content,aspect,sentiment,from,to
be careful of portions - they're huge.,portions,2,14,22
has the chef and owner changed???,chef,1,8,12
"if you love wine and cheese and delicious french fare , you'll love artisanal!",french fare,2,42,53
"you get what you pay for and with that logic in mind, spice is a great place to grab some cheap eats and drinks in a beautiful setting.",drinks,2,105,111
the owner and staff are all japanese as well and that adds to the entire ambiance.,staff,2,14,19
although be warned their dinner menu to sit and take out prices are different.,take out,1,48,56
the food was well prepared and the service impecable.,service,2,35,42
we had a great tiem watching the shows and characters and ar food was just what we were looking for.,characters,2,43,53
"the combination of fresh tomato sauce, fresh mozz cheese, basil and the dough they make with imported flour, makes this is one of the better pizza's in ny.",basil,2,58,63
"service was excellent, and the ac worked very well too (thank god, it was hot!).",service,2,0,7
"great food, great decor, great service .",service,2,31,38
make reservations but expect to be delayed 15-20 minutes as the hosting staff was having difficulty seating guests who arrived with a reservation because they probably had a lot of walk ins being so close to time square.,reservations,0,5,17
"i didn't take a look at the rest menu , but the oysters were fantastic.",menu,1,33,37
"if you're craving for haru's great food , especially the house roll, but can't stand the wait building outisde, head across the street to their sake bar!",food,2,35,39
"we went here for lunch a couple of weeks ago on a saturday, and i was thoroughly impressed with the food.",lunch,1,17,22
succulent steaks cooked precisely to your desired 'doneness' accompanied by salads and sides that don't look like leafy road kill.,salads,2,76,82
"the service was mediocre, and the lack of air conditioning made for a less than comfortable meal .",meal,0,92,96
good for casual dinner with jeans and sneakers.,casual dinner,2,9,22
the drinks are always welll made and wine selection is fairly priced .,priced,2,62,68
i usually go there later at night when i get off work so i don't have to deal with crowds or lines .,lines,0,93,98
"i only tried a simple dish of spinach ravioli in a light oil and garlic sauce , but it actually faired better than most nyc italian joints i've tried similar dishes at.",spinach ravioli in a light oil and garlic sauce,2,30,77
"where tanks in other chinatown restaurants display a lurking myriad of sad-looking marine life in their murky waters, the tanks at ping's are clear as glass with healthy-looking creatures who do not yet know that they will be part of some dim sum lover's brunch.",dim sum,1,239,246
"i had the tuna tartare with sake, mushroom ravioli with pinot noir, and the chocolate sampler with a dessert wine for $49.",mushroom ravioli,2,34,50
the owner and staff are all japanese as well and that adds to the entire ambiance.,owner,2,4,9
the service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,2,84,93
"the place is larger than most and features adequate seating unlike most joints, and has a bar which deserves a mention.",bar,2,90,93
"the service is excellent, the decor is great, and the food is delicious and comes in large portions.",food,2,54,58
we were also seated promptly at the time of our reservation and the service was very quick and professional.,service,2,68,75
"after complaining about the chicken dish, the manager came over to tell us that, no one had ever complained before, and that we just didn't know what the dish was supposed to taste like.",dish,1,154,158
i have to say that if this what makes it easier to get a saet a lunch - i dont mind.,lunch,1,64,69
"i've eaten thai many times, and am very familiar with the cuisine .",cuisine,1,58,65
we also ordered two hot dogs thinking they would be pretty good since there is a whole section on the menu devoted to them.,hot dogs,1,20,28
"the pizza is delicious - they use fresh mozzarella instead of the cheap, frozen, shredded cheese common to most pizzaria's.",cheese,0,90,96
service was good and food is wonderful.,service,2,0,7
"if you want some roast duck, pork or chicken on rice with ginger , try them out!",chicken on rice with ginger,2,37,64
we left after one drink .,drink,1,18,23
patroon features a nice cigar bar and has great staff.,cigar bar,2,24,33
taj mahal offeres gret value and great food.,value,2,23,28
"we ate out in the back patio , which is worth it as it's cool and the music is hear well there.",back patio,2,18,28
"with so many good restaurants on the uws, i don't need overpriced food , absurdly arrogant wait-staff who don't recognize they work at a glorified diner, clumsy service, and management that doesn't care.",food,0,66,70
"even though i made the reservation at 3pm for the same night through dinnerbroker, we were seated at a table with one of the best view!",table,2,103,108
"well, their deliveries take for ever and the food is usually cold.",deliveries,0,12,22
do not try unless you're just going there to hang out like the rest of the hipsters who apparently have no sense of taste .,taste,0,116,121
i ate clams oreganta and spectacular salad with perfectly marinated cucumbers and tomatoes with lots of shrimp and basil.,clams oreganta,2,6,20
in reality (to maximize potential diners) they were still taking phone reservations and reallocating tables of those waiting in the lobby.,waiting,0,117,124
"the staff isn't the friendliest or most competent, and i am stickler for service , but everything else about this place makes up for it.",service,0,73,80
the steak was excellent and one of the best i have had (i tasted the butter intitally but in no way did it overwhelm the flavor of the meat ).,meat,2,135,139
"the steak is good, the fish is good and the sushi was surprisingly great.",fish,2,23,27
we both opted for a pasta dish and they were served timely and fresh.,pasta dish,2,20,30
don't waste money on decor .,decor,1,21,26
"over the years the host , vittorio, and his crew, have always treated me as family--although with all the business this not-so-little gem does, it amazing he's even able to remember a consistent but not-so-frequent visitor.",host,2,19,23
i've had pizza both times and the caprese salad appetizer .,caprese salad appetizer,1,34,57
"we did notice however, that some tables had what looked like pita instead of naan .",naan,0,77,81
bottles of wine are cheap and good.,bottles of wine,2,0,15
"stick with the chicken, beef , and lamb dishes.",beef,2,24,28
"excellent atmosphere , delicious dishes good and friendly service.",atmosphere,2,10,20
"the food is good, i can't lie.",food,2,4,8
would have rather tried terrace in the sky or water club for that price,price,0,66,71
"for great chinese food nearby, you have wu liang ye and grand sichuan just a block away.",chinese food,2,10,22
"i ordered tamarind duck and my wife ordered noodles with ground beef, and we were both delighted by the way the dishes evoked thai flavors in unexpected ways.",tamarind duck,2,10,23
